Time (s);    ;car_position;   ;input;    ;command;   ;treadmill;     ;obstacles;
24.651;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
24.683;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;190;272;349;    ;
24.720;    ;0;664;63;2;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
24.752;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;114;    ;353;190;90;33;114;192;272;348;    ;
24.786;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
24.819;    ;0;664;63;2;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
24.850;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;109;    ;353;190;90;33;114;194;272;349;    ;
24.882;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;194;272;349;    ;
24.917;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
24.951;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
24.984;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
25.019;    ;0;664;63;3;0;0;1;660;144;3;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
25.051;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;110;    ;353;190;90;33;114;192;272;349;    ;
25.083;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
25.119;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
25.150;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
25.180;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;348;    ;
25.219;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
25.249;    ;0;664;63;1;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
25.283;    ;0;664;63;7;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
25.320;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;93;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
25.351;    ;0;664;63;6;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
25.383;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
25.420;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;111;    ;353;190;90;33;114;192;272;348;    ;
25.451;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
25.483;    ;0;664;63;0;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;190;272;350;    ;
25.519;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;86;1;0;112;    ;353;190;90;33;114;190;272;348;    ;
25.551;    ;0;664;63;0;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
25.583;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;86;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
25.620;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
25.651;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
25.683;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
25.719;    ;0;664;63;1;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
25.751;    ;0;664;63;3;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;109;    ;353;190;90;33;114;192;272;349;    ;
25.783;    ;0;664;63;0;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
25.820;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;86;1;0;111;    ;353;190;90;33;114;194;272;350;    ;
25.851;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;111;    ;353;190;90;33;114;192;272;350;    ;
25.882;    ;0;664;63;3;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
25.919;    ;0;664;63;5;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;114;    ;353;190;90;33;114;192;272;350;    ;
25.950;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;91;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
25.983;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
26.020;    ;0;664;63;6;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
26.051;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;92;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
26.083;    ;0;664;63;2;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
26.120;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;109;    ;353;190;90;33;114;192;272;350;    ;
26.151;    ;0;664;63;2;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;192;272;350;    ;
26.183;    ;0;664;63;2;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;109;    ;353;190;90;33;114;194;272;349;    ;
26.220;    ;0;664;63;2;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;109;    ;353;190;90;33;114;192;272;    ;
26.248;    ;0;664;63;2;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;114;    ;353;190;90;33;114;192;272;    ;
26.283;    ;0;664;63;1;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;114;    ;353;190;90;33;114;191;272;349;    ;
26.319;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;112;    ;353;190;90;33;114;194;272;349;    ;
26.351;    ;0;664;63;2;0;0;1;660;144;7;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
26.382;    ;0;664;63;0;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;114;    ;353;190;90;33;114;192;272;349;    ;
26.424;    ;0;664;63;2;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;86;1;0;109;    ;353;190;90;33;114;194;272;349;    ;
26.454;    ;0;664;63;1;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;112;    ;353;190;90;33;114;192;272;349;    ;
26.483;    ;0;664;63;8;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
26.518;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;94;1;0;113;    ;353;190;90;33;114;192;272;349;    ;
26.550;    ;0;664;63;3;0;0;1;660;144;5;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
26.582;    ;0;664;63;3;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;112;    ;353;190;90;33;114;192;272;348;    ;
26.619;    ;0;664;63;3;0;0;1;660;144;3;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;111;    ;353;190;90;33;114;192;272;349;    ;
26.651;    ;0;664;63;1;0;0;1;660;144;2;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;89;1;0;110;    ;353;190;90;33;114;192;272;349;    ;
26.683;    ;0;664;63;2;0;0;1;660;144;6;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;87;1;0;109;    ;353;190;90;33;114;194;272;349;    ;
26.721;    ;0;664;63;2;0;0;1;660;144;4;0;0;    ;0;500;74;1;500;152;2;500;74;    ;0;0;88;1;0;113;    ;353;190;90;33;114;192;272;350;    ;
